房屋编号,小区名称,小区地址,出租方式,房屋面积,房屋朝向,户型结构,所在楼层,出租价格,房屋优点,详情链接
XM2787086076614295552,万科广场幸福里,集美-厦门北站商业区-万科广场幸福里 ,整租, 92㎡ ,东南 , 3室2厅1卫 , 高楼层 （42层）,2800,新上 近地铁,https://xm.lianjia.com/zufang/XM2787086076614295552.html
XM2787686134329909248,融信海上城,海沧-滨海社区-融信海上城 ,整租, 43㎡ ,东南 , 2室2厅1卫 , 中楼层 （26层）,2700,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2787686134329909248.html
XM2787658324374994944,阳光城翡丽海岸,集美-环东海域-阳光城翡丽海岸 ,整租, 44㎡ ,南 , 2室1厅2卫 , 低楼层 （28层）,2900,新上 精装 双卫生间,https://xm.lianjia.com/zufang/XM2787658324374994944.html
XM2787735266901893120,联发杏林湾一号一期,集美-杏林桥头-联发杏林湾一号一期 ,整租, 83㎡ ,东南 , 2室2厅1卫 , 低楼层 （39层）,2600,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2787735266901893120.html
XM2787783230345191424,蜂巢山路,思明-厦大-蜂巢山路 ,整租, 35㎡ ,南 , 1室1厅1卫 , 低楼层 （7层）,2800,新上 随时看房,https://xm.lianjia.com/zufang/XM2787783230345191424.html
XM2787548546940018688,官邸大厦思明,思明-富山-官邸大厦思明 ,整租, 40㎡ ,北 , 1室1厅1卫 , 中楼层 （16层）,2500,新上 近地铁,https://xm.lianjia.com/zufang/XM2787548546940018688.html
XM2779843070794416128,首开领翔国际,翔安-新店-首开领翔国际 ,整租, 125㎡ ,南 北 , 3室2厅1卫 , 中楼层 （27层）,3000,,https://xm.lianjia.com/zufang/XM2779843070794416128.html
XM2778969022065557504,国贸远洋天和,翔安-翔安新城-国贸远洋天和 ,整租, 94㎡ ,南 , 3室2厅2卫 , 高楼层 （32层）,2900,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2778969022065557504.html
XM2778929932057706496,未来橙堡,海沧-海沧体育中心-未来橙堡 ,整租, 92㎡ ,东 , 2室1厅1卫 , 中楼层 （18层）,3000,,https://xm.lianjia.com/zufang/XM2778929932057706496.html
XM2778933493231517696,万达广场,湖里-万达广场-万达广场 ,整租, 44㎡ ,南 , 1室1厅1卫 , 中楼层 （31层）,2980,精装,https://xm.lianjia.com/zufang/XM2778933493231517696.html
XM2779733866829578240,长青路,思明-莲坂-长青路 ,整租, 39㎡ ,东南 , 1室1厅1卫 , 高楼层 （18层）,2900,精装,https://xm.lianjia.com/zufang/XM2779733866829578240.html
XM2780386723510108160,海西9号,翔安-翔安新城-海西9号 ,整租, 53㎡ ,西 , 3室1厅2卫 , 高楼层 （22层）,2500,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2780386723510108160.html
XM2786874800134692864,万达广场,湖里-万达广场-万达广场 ,整租, 44㎡ ,南 , 1室0厅1卫 , 低楼层 （31层）,3000,新上 精装,https://xm.lianjia.com/zufang/XM2786874800134692864.html
XM2787673288166342656,禹洲大学城,集美-集美其它-禹洲大学城 ,整租, 99㎡ ,南 , 3室2厅2卫 , 中楼层 （35层）,2800,新上 精装 双卫生间,https://xm.lianjia.com/zufang/XM2787673288166342656.html
XM2787679448642887680,国贸金沙湾,同安-环东海域-国贸金沙湾 ,整租, 89㎡ ,南 , 2室2厅1卫 , 高楼层 （31层）,3000,新上 精装,https://xm.lianjia.com/zufang/XM2787679448642887680.html
XM2787170673586880512,长青路,思明-莲坂-长青路 ,整租, 50㎡ ,南 , 1室1厅1卫 , 高楼层 （18层）,2800,新上 精装,https://xm.lianjia.com/zufang/XM2787170673586880512.html
XM2787814013222780928,龙湖春江彼岸,海沧-马銮湾中心片区-龙湖春江彼岸 ,整租, 74㎡ ,南 , 2室2厅1卫 , 中楼层 （33层）,2700,新上 近地铁 精装,https://xm.lianjia.com/zufang/XM2787814013222780928.html
XM2686221085124870144,建设大厦,思明-公园小学及周边-建设大厦 ,整租, 45㎡ ,北 , 1室1厅1卫 , 高楼层 （30层）,2500,,https://xm.lianjia.com/zufang/XM2686221085124870144.html
XM2681799485549445120,保利叁仟栋一期,同安-环东海域-保利叁仟栋一期 ,整租, 107㎡ ,东南 , 3室2厅2卫 , 高楼层 （33层）,3000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2681799485549445120.html
XM2684017179766030336,印斗路,集美-集美文教区-印斗路 ,整租, 94㎡ ,南 北 , 3室2厅1卫 , 中楼层 （7层）,2500,随时看房,https://xm.lianjia.com/zufang/XM2684017179766030336.html
XM2684808318697865216,宝龙中心一期,思明-莲坂-宝龙中心一期 ,整租, 40㎡ ,南 , 1室1厅1卫 , 低楼层 （28层）,2600,精装 随时看房,https://xm.lianjia.com/zufang/XM2684808318697865216.html
XM2771484041747103744,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 15㎡ ,东南 , 1室0厅1卫 , 低楼层 （33层）,600,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2771484041747103744.html
XM2781383791376613376,广顺花园,思明-莲前-广顺花园 ,整租, 60㎡ ,东 北 , 2室1厅1卫 , 中楼层 （7层）,2500,精装,https://xm.lianjia.com/zufang/XM2781383791376613376.html
XM2705052157916758016,翠湖村小区,思明-松柏-翠湖村小区 ,整租, 20㎡ ,南 北 , 1室1厅0卫 , 高楼层 （2层）,1100,近地铁,https://xm.lianjia.com/zufang/XM2705052157916758016.html
XM2770836227250208768,磁巷,思明-中山路-磁巷 ,整租, 30㎡ ,东南 , 1室1厅1卫 , 低楼层 （2层）,1400,精装 随时看房,https://xm.lianjia.com/zufang/XM2770836227250208768.html
XM2784069995096195072,龙湖春江郦城二期,集美-杏北-龙湖春江郦城二期 ,整租, 18㎡ ,西 , 1室0厅1卫 , 中楼层 （33层）,600,新上 近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2784069995096195072.html
XM2784197163305926656,龙门天下,湖里-江头-龙门天下 ,整租, 55㎡ ,南 , 1室1厅1卫 , 高楼层 （23层）,2300,新上 精装,https://xm.lianjia.com/zufang/XM2784197163305926656.html
XM2662268513108107264,香港广场,思明-思北-香港广场 ,整租, 45㎡ ,西 北 , 1室1厅1卫 , 中楼层 （38层）,2400,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2662268513108107264.html
XM2786332883030654976,英皇湖畔花苑,思明-松柏-英皇湖畔花苑 ,整租, 30㎡ ,南 , 1室0厅1卫 , 高楼层 （29层）,800,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2786332883030654976.html
XM2771484041747103744,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 15㎡ ,东南 , 1室0厅1卫 , 低楼层 （33层）,600,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2771484041747103744.html
XM2781383791376613376,广顺花园,思明-莲前-广顺花园 ,整租, 60㎡ ,东 北 , 2室1厅1卫 , 中楼层 （7层）,2500,精装,https://xm.lianjia.com/zufang/XM2781383791376613376.html
XM2705052157916758016,翠湖村小区,思明-松柏-翠湖村小区 ,整租, 20㎡ ,南 北 , 1室1厅0卫 , 高楼层 （2层）,1100,近地铁,https://xm.lianjia.com/zufang/XM2705052157916758016.html
XM2770836227250208768,磁巷,思明-中山路-磁巷 ,整租, 30㎡ ,东南 , 1室1厅1卫 , 低楼层 （2层）,1400,精装 随时看房,https://xm.lianjia.com/zufang/XM2770836227250208768.html
XM2784069995096195072,龙湖春江郦城二期,集美-杏北-龙湖春江郦城二期 ,整租, 18㎡ ,西 , 1室0厅1卫 , 中楼层 （33层）,600,新上 近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2784069995096195072.html
XM2784197163305926656,龙门天下,湖里-江头-龙门天下 ,整租, 55㎡ ,南 , 1室1厅1卫 , 高楼层 （23层）,2300,新上 精装,https://xm.lianjia.com/zufang/XM2784197163305926656.html
XM2662268513108107264,香港广场,思明-思北-香港广场 ,整租, 45㎡ ,西 北 , 1室1厅1卫 , 中楼层 （38层）,2400,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2662268513108107264.html
XM2786332883030654976,英皇湖畔花苑,思明-松柏-英皇湖畔花苑 ,整租, 30㎡ ,南 , 1室0厅1卫 , 高楼层 （29层）,800,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2786332883030654976.html
XM2771484041747103744,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 15㎡ ,东南 , 1室0厅1卫 , 低楼层 （33层）,600,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2771484041747103744.html
XM2781383791376613376,广顺花园,思明-莲前-广顺花园 ,整租, 60㎡ ,东 北 , 2室1厅1卫 , 中楼层 （7层）,2500,精装,https://xm.lianjia.com/zufang/XM2781383791376613376.html
XM2705052157916758016,翠湖村小区,思明-松柏-翠湖村小区 ,整租, 20㎡ ,南 北 , 1室1厅0卫 , 高楼层 （2层）,1100,近地铁,https://xm.lianjia.com/zufang/XM2705052157916758016.html
XM2770836227250208768,磁巷,思明-中山路-磁巷 ,整租, 30㎡ ,东南 , 1室1厅1卫 , 低楼层 （2层）,1400,精装 随时看房,https://xm.lianjia.com/zufang/XM2770836227250208768.html
XM2784069995096195072,龙湖春江郦城二期,集美-杏北-龙湖春江郦城二期 ,整租, 18㎡ ,西 , 1室0厅1卫 , 中楼层 （33层）,600,新上 近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2784069995096195072.html
XM2784197163305926656,龙门天下,湖里-江头-龙门天下 ,整租, 55㎡ ,南 , 1室1厅1卫 , 高楼层 （23层）,2300,新上 精装,https://xm.lianjia.com/zufang/XM2784197163305926656.html
XM2662268513108107264,香港广场,思明-思北-香港广场 ,整租, 45㎡ ,西 北 , 1室1厅1卫 , 中楼层 （38层）,2400,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2662268513108107264.html
XM2786332883030654976,英皇湖畔花苑,思明-松柏-英皇湖畔花苑 ,整租, 30㎡ ,南 , 1室0厅1卫 , 高楼层 （29层）,800,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2786332883030654976.html
XM2743264567840227328,海山路,湖里-东渡-海山路 ,整租, 78㎡ ,南 北 , 3室1厅1卫 , 中楼层 （7层）,2600,随时看房,https://xm.lianjia.com/zufang/XM2743264567840227328.html
XM2760248341366849536,海山路,湖里-东渡-海山路 ,整租, 41㎡ ,南 北 , 1室1厅1卫 , 低楼层 （7层）,2750,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2760248341366849536.html
XM2783922815038914560,江宁里,湖里-江头-江宁里 ,整租, 30㎡ ,北 , 1室0厅1卫 , 低楼层 （8层）,2500,新上 近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2783922815038914560.html
XM2737612782752514048,双狮山路,湖里-东渡-双狮山路 ,整租, 65㎡ ,南 北 , 2室1厅1卫 , 高楼层 （7层）,2800,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2737612782752514048.html
XM2765929263420424192,双狮山路,湖里-东渡-双狮山路 ,整租, 60㎡ ,南 北 , 2室1厅1卫 , 高楼层 （7层）,2600,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2765929263420424192.html
XM2785292903751630848,榕海花园,湖里-东渡-榕海花园 ,整租, 88㎡ ,南 北 , 3室1厅1卫 , 中楼层 （7层）,2800,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2785292903751630848.html
XM2784748543045541888,万科中心云玺,湖里-万达广场-万科中心云玺 ,合租, 30㎡ ,西南 , 2室1厅1卫 , 中楼层 （29层）,2600,新上,https://xm.lianjia.com/zufang/XM2784748543045541888.html
XM2785482638931542016,万达广场,湖里-万达广场-万达广场 ,整租, 44㎡ ,南 , 1室1厅1卫 , 高楼层 （31层）,2980,新上 精装,https://xm.lianjia.com/zufang/XM2785482638931542016.html
XM2755938645570486272,万达广场,湖里-万达广场-万达广场 ,整租, 44㎡ ,南 , 1室1厅1卫 , 低楼层 （31层）,2600,精装,https://xm.lianjia.com/zufang/XM2755938645570486272.html
XM2783275057559117824,万达广场,湖里-万达广场-万达广场 ,整租, 44㎡ ,南 , 1室1厅1卫 , 中楼层 （31层）,2700,精装,https://xm.lianjia.com/zufang/XM2783275057559117824.html
XM2785464236313690112,万达广场,湖里-万达广场-万达广场 ,整租, 30㎡ ,南 , 1室1厅1卫 , 低楼层 （31层）,3000,新上 精装,https://xm.lianjia.com/zufang/XM2785464236313690112.html
XM2774657352538783744,中联观云溪,同安-同安区-中联观云溪 ,整租, 100㎡ ,南 , 3室2厅1卫 , 低楼层 （20层）,2700,精装,https://xm.lianjia.com/zufang/XM2774657352538783744.html
XM2785564299488133120,中联观云溪,同安-同安区-中联观云溪 ,整租, 92㎡ ,南 , 3室2厅2卫 , 中楼层 （16层）,3000,新上 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2785564299488133120.html
XM2732589727844155392,莲花新城首岸.南区,集美-集美新城-莲花新城首岸.南区 ,整租, 151㎡ ,南 北 , 3室2厅2卫 , 中楼层 （31层）,2500,近地铁 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2732589727844155392.html
XM2752125342952472576,莲花新城首岸.南区,集美-集美新城-莲花新城首岸.南区 ,整租, 150㎡ ,南 , 3室2厅2卫 , 高楼层 （31层）,2800,近地铁 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2752125342952472576.html
XM2749053055646302208,集美平阳里小区,集美-集美新城-集美平阳里小区 ,整租, 130㎡ ,南 , 3室1厅2卫 , 中楼层 （17层）,2700,精装 双卫生间,https://xm.lianjia.com/zufang/XM2749053055646302208.html
XM2773063067146125312,泰和花园,湖里-金尚-泰和花园 ,整租, 50㎡ ,南 北 , 2室1厅1卫 , 中楼层 （8层）,2900,近地铁 精装,https://xm.lianjia.com/zufang/XM2773063067146125312.html
XM2767256088339554304,湖滨南路,思明-禾祥西路-湖滨南路 ,整租, 40㎡ ,东 北 , 1室1厅1卫 , 中楼层 （7层）,2500,随时看房,https://xm.lianjia.com/zufang/XM2767256088339554304.html
XM2780940687049498624,泉舜滨海上城,海沧-滨海社区-泉舜滨海上城 ,整租, 51㎡ ,西南 , 2室2厅1卫 , 低楼层 （30层）,2800,近地铁,https://xm.lianjia.com/zufang/XM2780940687049498624.html
XM2750896482864332800,汇景雅苑,海沧-未来海岸北师大-汇景雅苑 ,整租, 86㎡ ,东南 , 2室2厅2卫 , 中楼层 （26层）,2600,双卫生间,https://xm.lianjia.com/zufang/XM2750896482864332800.html
XM2787534205708402688,明发半岛祥湾B区,翔安-翔安新城-明发半岛祥湾B区 ,整租, 76㎡ ,南 , 2室2厅1卫 , 高楼层 （18层）,2800,新上 精装,https://xm.lianjia.com/zufang/XM2787534205708402688.html
XM2787014560316661760,海投尚书房,海沧-马銮湾中心片区-海投尚书房 ,整租, 72㎡ ,南 , 2室2厅1卫 , 中楼层 （18层）,2900,新上 精装,https://xm.lianjia.com/zufang/XM2787014560316661760.html
XM2770379056142106624,双狮山路,湖里-东渡-双狮山路 ,整租, 80㎡ ,南 北 , 3室1厅1卫 , 低楼层 （7层）,2500,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2770379056142106624.html
XM2765247809186693120,滨水小区一期,集美-集美新城-滨水小区一期 ,整租, 73㎡ ,东 , 3室1厅1卫 , 高楼层 （18层）,2800,精装 随时看房,https://xm.lianjia.com/zufang/XM2765247809186693120.html
XM2652724354105737216,厦港新村,思明-厦大-厦港新村 ,整租, 65㎡ ,西南 , 2室1厅1卫 , 中楼层 （7层）,3000,,https://xm.lianjia.com/zufang/XM2652724354105737216.html
XM2735549608893104128,大学城,思明-厦大-大学城 ,整租, 50㎡ ,南 , 1室0厅1卫 , 高楼层 （18层）,3000,,https://xm.lianjia.com/zufang/XM2735549608893104128.html
XM2723105690892632064,金都海尚国际,同安-环东海域-金都海尚国际 ,整租, 60㎡ ,南 , 1室1厅1卫 , 高楼层 （39层）,2800,精装 随时看房,https://xm.lianjia.com/zufang/XM2723105690892632064.html
XM2759987865206128640,保利叁仟栋,同安-环东海域-保利叁仟栋·壹海里 ,整租, 91㎡ ,东南 , 4室1厅1卫 , 中楼层 （29层）,3000,精装,https://xm.lianjia.com/zufang/XM2759987865206128640.html
XM2749102927506309120,SEC泰地海西中心,海沧-海沧区政府-SEC泰地海西中心 ,整租, 56㎡ ,东南 南 , 1室1厅1卫 , 中楼层 （31层）,2500,近地铁 精装,https://xm.lianjia.com/zufang/XM2749102927506309120.html
XM2777386124568698880,未来海岸浪琴湾,海沧-未来海岸北师大-未来海岸浪琴湾 ,整租, 91㎡ ,南 , 2室2厅1卫 , 低楼层 （11层）,3000,精装,https://xm.lianjia.com/zufang/XM2777386124568698880.html
XM2780424778463313920,水晶湖郡C区,集美-集美新城-水晶湖郡C区 ,合租, 30㎡ ,东南 , 11室5厅9卫 , 高楼层 （3层）,2600,,https://xm.lianjia.com/zufang/XM2780424778463313920.html
XM2780410402998059008,首开领翔上郡三期,翔安-新店-首开领翔上郡三期 ,整租, 114㎡ ,南 , 3室2厅2卫 , 低楼层 （40层）,2600,精装 双卫生间,https://xm.lianjia.com/zufang/XM2780410402998059008.html
XM2781240281326944256,汇丰家园,思明-文灶-汇丰家园 ,整租, 38㎡ ,南 , 1室1厅1卫 , 中楼层 （11层）,3000,近地铁,https://xm.lianjia.com/zufang/XM2781240281326944256.html
XM2780974131406184448,六仙宫巷33号,思明-思明南路-六仙宫巷33号 ,整租, 50㎡ ,南 北 , 1室1厅1卫 , 中楼层 （6层）,2500,近地铁 精装,https://xm.lianjia.com/zufang/XM2780974131406184448.html
XM2780980082125586432,凤凰山庄,思明-市政府-凤凰山庄 ,整租, 28㎡ ,北 , 1室0厅1卫 , 低楼层 （6层）,2700,精装 随时看房,https://xm.lianjia.com/zufang/XM2780980082125586432.html
XM2780555421118119936,幸福路,思明-公园小学及周边-幸福路 ,整租, 50㎡ ,南 北 , 2室1厅1卫 , 低楼层 （5层）,3000,随时看房,https://xm.lianjia.com/zufang/XM2780555421118119936.html
XM2780560425551937536,东城合院,翔安-新店-东城合院 ,整租, 126㎡ ,东南 , 3室2厅1卫 , 低楼层 （39层）,2900,精装 随时看房,https://xm.lianjia.com/zufang/XM2780560425551937536.html
XM2781160559033188352,凤凰山庄,思明-市政府-凤凰山庄 ,整租, 28㎡ ,南 , 1室0厅1卫 , 中楼层 （6层）,3000,精装 随时看房,https://xm.lianjia.com/zufang/XM2781160559033188352.html
XM2781186000095805440,裕兴大厦,湖里-江头-裕兴大厦 ,整租, 37㎡ ,南 , 1室0厅1卫 , 低楼层 （23层）,2700,近地铁 精装,https://xm.lianjia.com/zufang/XM2781186000095805440.html
XM2781235810635087872,金辉园,思明-富山-金辉园 ,整租, 40㎡ ,北 , 1室1厅1卫 , 高楼层 （14层）,2800,精装,https://xm.lianjia.com/zufang/XM2781235810635087872.html
XM2781244916830052352,三航六公司宿舍区,湖里-东渡-三航六公司宿舍区 ,整租, 72㎡ ,南 北 , 2室2厅1卫 , 中楼层 （7层）,3000,,https://xm.lianjia.com/zufang/XM2781244916830052352.html
XM2781970021252349952,东城合院,翔安-新店-东城合院 ,整租, 88㎡ ,南 , 3室2厅2卫 , 中楼层 （39层）,2800,精装 双卫生间,https://xm.lianjia.com/zufang/XM2781970021252349952.html
XM2781708488747778048,阳台山路,思明-文园路-阳台山路 ,整租, 50㎡ ,南 北 , 1室1厅1卫 , 中楼层 （7层）,3000,随时看房,https://xm.lianjia.com/zufang/XM2781708488747778048.html
XM2781376185853018112,龙湖春江郦城二期,集美-杏北-龙湖春江郦城二期 ,整租, 57㎡ ,南 , 1室1厅1卫 , 低楼层 （33层）,2600,近地铁 精装,https://xm.lianjia.com/zufang/XM2781376185853018112.html
XM2781941313514782720,凯悦新城,湖里-枋湖-凯悦新城 ,整租, 50㎡ ,南 , 2室1厅1卫 , 高楼层 （12层）,2800,,https://xm.lianjia.com/zufang/XM2781941313514782720.html
XM2781753438206164992,禾祥西路,思明-禾祥西路-禾祥西路 ,整租, 45㎡ ,南 , 1室0厅1卫 , 低楼层 （2层）,2500,随时看房,https://xm.lianjia.com/zufang/XM2781753438206164992.html
XM2782006988840632320,汇丰家园,思明-文灶-汇丰家园 ,整租, 39㎡ ,北 , 1室1厅1卫 , 高楼层 （11层）,3000,近地铁,https://xm.lianjia.com/zufang/XM2782006988840632320.html
XM2782752846645567488,万科金域华府二期,集美-杏林桥头-万科金域华府二期 ,整租, 42㎡ ,南 , 2室1厅2卫 , 高楼层 （31层）,3000,近地铁 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2782752846645567488.html
XM2782725119955435520,特房樾琴湾,同安-环东海域-特房樾琴湾 ,整租, 89㎡ ,南 , 3室2厅1卫 , 高楼层 （31层）,2800,精装,https://xm.lianjia.com/zufang/XM2782725119955435520.html
XM2783966625022345216,水晶湖郡C区,集美-集美新城-水晶湖郡C区 ,合租, 30㎡ ,东北 , 5室4厅4卫 , 高楼层 （29层）,2700,新上,https://xm.lianjia.com/zufang/XM2783966625022345216.html
XM2784052791981907968,海上五月花五期,集美-集美其它-海上五月花五期 ,整租, 60㎡ ,东南 , 1室1厅1卫 , 低楼层 （32层）,2500,新上 精装,https://xm.lianjia.com/zufang/XM2784052791981907968.html
XM2784019383822336000,嘉庚路,集美-集美文教区-嘉庚路 ,整租, 85㎡ ,南 北 , 3室1厅1卫 , 中楼层 （6层）,2600,新上,https://xm.lianjia.com/zufang/XM2784019383822336000.html
XM2783362885093965824,特房樾琴湾,同安-环东海域-特房樾琴湾 ,整租, 100㎡ ,南 , 3室2厅2卫 , 中楼层 （29层）,3000,新上 精装 双卫生间,https://xm.lianjia.com/zufang/XM2783362885093965824.html
XM2783999889418764288,保利叁仟栋二期,同安-环东海域-保利叁仟栋二期 ,整租, 80㎡ ,东南 , 3室2厅1卫 , 低楼层 （29层）,3000,新上 精装,https://xm.lianjia.com/zufang/XM2783999889418764288.html
XM2784608362635984896,摩登时代,思明-松柏-摩登时代 ,整租, 60㎡ ,南 , 2室1厅1卫 , 中楼层 （30层）,3000,新上 精装,https://xm.lianjia.com/zufang/XM2784608362635984896.html
XM2785340146487672832,水晶湖郡C区,集美-集美新城-水晶湖郡C区 ,合租, 30㎡ ,南 , 5室4厅4卫 , 高楼层 （29层）,2600,新上,https://xm.lianjia.com/zufang/XM2785340146487672832.html
XM2784779084121505792,滨水小区三期,集美-集美新城-滨水小区三期 ,整租, 62㎡ ,南 , 2室1厅1卫 , 中楼层 （18层）,2600,新上 精装,https://xm.lianjia.com/zufang/XM2784779084121505792.html
XM2784827969540472832,夏禾路878号,思明-火车站-夏禾路878号 ,合租, 30㎡ ,北 , 5室0厅0卫 , 高楼层 （26层）,2500,新上,https://xm.lianjia.com/zufang/XM2784827969540472832.html
XM2785274223084978176,大唐五缘yoho,湖里-五缘湾-大唐五缘yoho ,整租, 32㎡ ,南 北 , 1室0厅1卫 , 低楼层 （24层）,2500,新上 精装,https://xm.lianjia.com/zufang/XM2785274223084978176.html
XM2784793242699571200,恒亿尚品湾（3/4期）,同安-环东海域-恒亿尚品湾（3,整租,4期） , 87㎡ ,西南 , 2室2厅1卫 ,2800,新上 精装,https://xm.lianjia.com/zufang/XM2784793242699571200.html
XM2771484041747103744,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 15㎡ ,东南 , 1室0厅1卫 , 低楼层 （33层）,600,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2771484041747103744.html
XM2781383791376613376,广顺花园,思明-莲前-广顺花园 ,整租, 60㎡ ,东 北 , 2室1厅1卫 , 中楼层 （7层）,2500,精装,https://xm.lianjia.com/zufang/XM2781383791376613376.html
XM2705052157916758016,翠湖村小区,思明-松柏-翠湖村小区 ,整租, 20㎡ ,南 北 , 1室1厅0卫 , 高楼层 （2层）,1100,近地铁,https://xm.lianjia.com/zufang/XM2705052157916758016.html
XM2770836227250208768,磁巷,思明-中山路-磁巷 ,整租, 30㎡ ,东南 , 1室1厅1卫 , 低楼层 （2层）,1400,精装 随时看房,https://xm.lianjia.com/zufang/XM2770836227250208768.html
XM2784069995096195072,龙湖春江郦城二期,集美-杏北-龙湖春江郦城二期 ,整租, 18㎡ ,西 , 1室0厅1卫 , 中楼层 （33层）,600,新上 近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2784069995096195072.html
XM2784197163305926656,龙门天下,湖里-江头-龙门天下 ,整租, 55㎡ ,南 , 1室1厅1卫 , 高楼层 （23层）,2300,新上 精装,https://xm.lianjia.com/zufang/XM2784197163305926656.html
XM2662268513108107264,香港广场,思明-思北-香港广场 ,整租, 45㎡ ,西 北 , 1室1厅1卫 , 中楼层 （38层）,2400,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2662268513108107264.html
XM2786332883030654976,英皇湖畔花苑,思明-松柏-英皇湖畔花苑 ,整租, 30㎡ ,南 , 1室0厅1卫 , 高楼层 （29层）,800,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2786332883030654976.html
XM2575859225611730944,古龙御景一期南区,集美-集美其它-古龙御景一期南区 ,整租, 300㎡ ,东南 南 , 4室2厅2卫 , 高楼层 （19层）,8000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2575859225611730944.html
XM2573102806785867776,华骏国际大厦,思明-莲坂-华骏国际大厦 ,整租, 389㎡ ,南 , 6室2厅0卫 , 中楼层 （13层）,28000,近地铁 精装,https://xm.lianjia.com/zufang/XM2573102806785867776.html
XM2575870914356838400,国贸天悦,集美-杏北-国贸天悦 ,整租, 183㎡ ,南 北 , 3室2厅3卫 , 中楼层 （6层）,7200,近地铁,https://xm.lianjia.com/zufang/XM2575870914356838400.html
XM2592750925550723072,保利叁仟栋一期,同安-环东海域-保利叁仟栋一期 ,整租, 133㎡ ,南 北 , 4室2厅2卫 , 低楼层 （3层）,10000,双卫生间,https://xm.lianjia.com/zufang/XM2592750925550723072.html
XM2583849316372455424,阳光城翡丽海岸,集美-环东海域-阳光城翡丽海岸 ,整租, 270㎡ ,南 , 4室2厅3卫 , 低楼层 （31层）,8500,精装 随时看房,https://xm.lianjia.com/zufang/XM2583849316372455424.html
XM2568583219276685312,国际邮轮城,湖里-邮轮城-国际邮轮城 ,整租, 233㎡ ,南 , 4室2厅3卫 , 高楼层 （38层）,27000,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2568583219276685312.html
XM2586747974566543360,映碧里,思明-莲花一村-映碧里 ,整租, 600㎡ ,南 , 5室3厅2卫 , 低楼层 （2层）,50000,近地铁 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2586747974566543360.html
XM2584103279147622400,国际邮轮城二期,湖里-邮轮城-国际邮轮城二期 ,整租, 250㎡ ,西南 , 4室2厅2卫 , 高楼层 （30层）,12000,近地铁 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2584103279147622400.html
XM2600524887307059200,金海湾,集美-杏林桥头-金海湾 ,整租, 209㎡ ,南 北 , 5室2厅4卫 , 中楼层 （17层）,6000,随时看房,https://xm.lianjia.com/zufang/XM2600524887307059200.html
XM2608678115890692096,国贸天悦,集美-杏北-国贸天悦 ,整租, 183㎡ ,南 , 4室2厅2卫 , 中楼层 （6层）,7000,双卫生间,https://xm.lianjia.com/zufang/XM2608678115890692096.html
XM2621550040325292032,阳光城翡丽海岸,集美-环东海域-阳光城翡丽海岸 ,整租, 143㎡ ,东 , 4室2厅3卫 , 低楼层 （3层）,8000,,https://xm.lianjia.com/zufang/XM2621550040325292032.html
XM2608681269680144384,国贸天悦,集美-杏北-国贸天悦 ,整租, 183㎡ ,南 , 4室2厅2卫 , 中楼层 （6层）,7000,双卫生间,https://xm.lianjia.com/zufang/XM2608681269680144384.html
